Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCA_049744075.1_ASM4974407v1_genomic,GCA_049744095.1_ASM4974409v1_genomic,GCA_049744115.1_ASM4974411v1_genomic,GCA_049744195.1_ASM4974419v1_genomic,GCA_049744215.1_ASM4974421v1_genomic,GCA_049744235.1_ASM4974423v1_genomic,GCA_049744295.1_ASM4974429v1_genomic,GCA_049744305.1_ASM4974430v1_genomic,GCA_049744355.1_ASM4974435v1_genomic,GCA_049744415.1_ASM4974441v1_genomic,GCA_049744425.1_ASM4974442v1_genomic,GCA_049744475.1_ASM4974447v1_genomic,GCA_049744535.1_ASM4974453v1_genomic,GCA_049744555.1_ASM4974455v1_genomic,GCA_049744575.1_ASM4974457v1_genomic,GCA_049744655.1_ASM4974465v1_genomic,GCA_049744675.1_ASM4974467v1_genomic,GCA_049744695.1_ASM4974469v1_genomic,GCA_049744775.1_ASM4974477v1_genomic,GCA_049744795.1_ASM4974479v1_genomic,GCA_049744815.1_ASM4974481v1_genomic,GCA_049744875.1_ASM4974487v1_genomic,GCA_049744915.1_ASM4974491v1_genomic,GCA_049744935.1_ASM4974493v1_genomic,GCA_049744995.1_ASM4974499v1_genomic,GCA_049745015.1_ASM4974501v1_genomic,GCA_049745055.1_ASM4974505v1_genomic,GCA_049745115.1_ASM4974511v1_genomic,GCA_049745135.1_ASM4974513v1_genomic,GCA_049745155.1_ASM4974515v1_genomic,GCA_049745215.1_ASM4974521v1_genomic,GCA_049745255.1_ASM4974525v1_genomic,GCA_049745275.1_ASM4974527v1_genomic,GCA_049745315.1_ASM4974531v1_genomic,GCA_049745375.1_ASM4974537v1_genomic,GCA_049745395.1_ASM4974539v1_genomic
aaeB,aaeB,p-hydroxybenzoic acid efflux pump subunit AaeB,36,36,1.0,1,162,,,,1968,1968,1968.0,PELDJG_00160,IDBKBP_00160,LPINFE_00160,ECBHDB_22585,DADOMI_21155,ELDHGE_00145,MDPJHN_00160,HFNKEK_00160,AIPMEA_00160,AKMJEK_00160,PAKNIB_00160,NPKKGL_00160,NCNPLN_00160,HICFFN_22270,PDGMNN_00160,LNCDGL_00160,MOCNOJ_00160,MBAGMH_00160,FCFEDA_00160,KIAGOF_00160,LGENEP_00160,BOACPM_00160,GEHLKP_00100,HGDNEH_00160,KDBOED_00155,CCFJDI_21795,OJCCDD_20565,MLAAMA_00160,OHBKOH_20180,CMGKAF_20910,BMJMLA_20085,OMOEPE_13365,CODKGK_00160,CMJGGH_00160,JAPNBN_00100,GMMDCK_20710
group_23,,Outer membrane esterase,36,36,1.0,1,161,,,,1971,1971,1971.0,PELDJG_08365,IDBKBP_08265,LPINFE_07210,ECBHDB_08385,DADOMI_08960,ELDHGE_08245,MDPJHN_12130,HFNKEK_04645,AIPMEA_08085,AKMJEK_08265,PAKNIB_08085,NPKKGL_08265,NCNPLN_13945,HICFFN_09630,PDGMNN_08270,LNCDGL_07265,MOCNOJ_08090,MBAGMH_08085,FCFEDA_09935,KIAGOF_04830,LGENEP_11520,BOACPM_08080,GEHLKP_13055,HGDNEH_04590,KDBOED_13680,CCFJDI_11885,OJCCDD_11250,MLAAMA_14315,OHBKOH_11260,CMGKAF_12895,BMJMLA_10200,OMOEPE_01540,CODKGK_08315,CMJGGH_12320,JAPNBN_12055,GMMDCK_11470
speA,speA,biosynthetic arginine decarboxylase,36,36,1.0,1,160,,,,1977,1977,1977.0,PELDJG_01590,IDBKBP_01590,LPINFE_01590,ECBHDB_01380,DADOMI_01105,ELDHGE_01570,MDPJHN_01590,HFNKEK_01590,AIPMEA_01590,AKMJEK_01590,PAKNIB_01590,NPKKGL_01590,NCNPLN_01590,HICFFN_01370,PDGMNN_01590,LNCDGL_01590,MOCNOJ_01590,MBAGMH_01590,FCFEDA_01585,KIAGOF_01590,LGENEP_01590,BOACPM_01590,GEHLKP_01530,HGDNEH_01590,KDBOED_01585,CCFJDI_01795,OJCCDD_01105,MLAAMA_01590,OHBKOH_03720,CMGKAF_01105,BMJMLA_01105,OMOEPE_24220,CODKGK_01590,CMJGGH_01590,JAPNBN_01530,GMMDCK_01105
arnA,arnA,bifunctional UDP-4-amino-4-deoxy-L-arabinose formyltransferase/UDP-glucuronic acid oxidase ArnA,36,36,1.0,1,159,,,,1983,1983,1983.0,PELDJG_16160,IDBKBP_17120,LPINFE_15610,ECBHDB_15345,DADOMI_16635,ELDHGE_18070,MDPJHN_17910,HFNKEK_18085,AIPMEA_17665,AKMJEK_17850,PAKNIB_17885,NPKKGL_18075,NCNPLN_18845,HICFFN_18355,PDGMNN_17475,LNCDGL_17245,MOCNOJ_17930,MBAGMH_16855,FCFEDA_18355,KIAGOF_18085,LGENEP_17265,BOACPM_18755,GEHLKP_17605,HGDNEH_17105,KDBOED_18200,CCFJDI_16010,OJCCDD_16655,MLAAMA_18635,OHBKOH_16840,CMGKAF_11165,BMJMLA_16785,OMOEPE_10095,CODKGK_16425,CMJGGH_17925,JAPNBN_17580,GMMDCK_17605
group_22,,IAT-beta domain-containing protein,36,36,1.0,1,158,,,,1983,1983,1983.0,PELDJG_09770,IDBKBP_12330,LPINFE_13200,ECBHDB_11705,DADOMI_06350,ELDHGE_12310,MDPJHN_15115,HFNKEK_13480,AIPMEA_11910,AKMJEK_12095,PAKNIB_12145,NPKKGL_12330,NCNPLN_09815,HICFFN_13460,PDGMNN_12335,LNCDGL_11095,MOCNOJ_12160,MBAGMH_11950,FCFEDA_09715,KIAGOF_13660,LGENEP_10215,BOACPM_12145,GEHLKP_07590,HGDNEH_15300,KDBOED_09620,CCFJDI_05135,OJCCDD_13210,MLAAMA_13005,OHBKOH_13400,CMGKAF_15180,BMJMLA_13320,OMOEPE_24570,CODKGK_12990,CMJGGH_14450,JAPNBN_06580,GMMDCK_13830
pdeR,pdeR,cyclic di-GMP phosphodiesterase,36,36,1.0,1,157,,,,1983,1983,1983.0,PELDJG_09585,IDBKBP_12145,LPINFE_13015,ECBHDB_11520,DADOMI_06165,ELDHGE_12125,MDPJHN_14930,HFNKEK_13295,AIPMEA_11725,AKMJEK_11910,PAKNIB_11960,NPKKGL_12145,NCNPLN_09630,HICFFN_13275,PDGMNN_12150,LNCDGL_10910,MOCNOJ_11975,MBAGMH_11765,FCFEDA_09530,KIAGOF_13475,LGENEP_10030,BOACPM_11960,GEHLKP_07405,HGDNEH_15115,KDBOED_09435,CCFJDI_04950,OJCCDD_13025,MLAAMA_12820,OHBKOH_13215,CMGKAF_14995,BMJMLA_13135,OMOEPE_18600,CODKGK_12805,CMJGGH_14265,JAPNBN_06395,GMMDCK_13645
rpoD,rpoD,RNA polymerase sigma factor RpoD,36,36,1.0,1,156,,,,1983,1983,1983.0,PELDJG_00945,IDBKBP_00945,LPINFE_00945,ECBHDB_00730,DADOMI_00460,ELDHGE_00925,MDPJHN_00945,HFNKEK_00945,AIPMEA_00945,AKMJEK_00945,PAKNIB_00945,NPKKGL_00945,NCNPLN_00945,HICFFN_00725,PDGMNN_00945,LNCDGL_00945,MOCNOJ_00945,MBAGMH_00945,FCFEDA_00940,KIAGOF_00945,LGENEP_00945,BOACPM_00945,GEHLKP_00885,HGDNEH_00945,KDBOED_00940,CCFJDI_08915,OJCCDD_00460,MLAAMA_00945,OHBKOH_03075,CMGKAF_00460,BMJMLA_00460,OMOEPE_02925,CODKGK_00945,CMJGGH_00945,JAPNBN_00885,GMMDCK_00460
group_21,,AAA-15 domain-containing protein,36,36,1.0,1,155,,,,1989,1989,1989.0,PELDJG_15380,IDBKBP_15705,LPINFE_21010,ECBHDB_14535,DADOMI_15085,ELDHGE_16650,MDPJHN_17135,HFNKEK_16670,AIPMEA_16245,AKMJEK_16430,PAKNIB_16470,NPKKGL_16660,NCNPLN_18070,HICFFN_16935,PDGMNN_16665,LNCDGL_16435,MOCNOJ_16510,MBAGMH_15435,FCFEDA_16935,KIAGOF_16670,LGENEP_15000,BOACPM_17335,GEHLKP_16190,HGDNEH_10585,KDBOED_16785,CCFJDI_19440,OJCCDD_15230,MLAAMA_10000,OHBKOH_15420,CMGKAF_18125,BMJMLA_15370,OMOEPE_02215,CODKGK_15010,CMJGGH_16510,JAPNBN_16165,GMMDCK_16830
cirA,cirA,catecholate siderophore receptor CirA,36,36,1.0,1,154,,,,1992,1992,1992.0,PELDJG_18325,IDBKBP_20600,LPINFE_19015,ECBHDB_19455,DADOMI_21430,ELDHGE_20125,MDPJHN_20740,HFNKEK_20140,AIPMEA_19170,AKMJEK_19905,PAKNIB_19940,NPKKGL_20135,NCNPLN_20900,HICFFN_19860,PDGMNN_20175,LNCDGL_19940,MOCNOJ_19985,MBAGMH_20330,FCFEDA_20415,KIAGOF_20155,LGENEP_19845,BOACPM_21045,GEHLKP_20175,HGDNEH_20680,KDBOED_19705,CCFJDI_18585,OJCCDD_19580,MLAAMA_20140,OHBKOH_19645,CMGKAF_10750,BMJMLA_19585,OMOEPE_15745,CODKGK_20485,CMJGGH_21170,JAPNBN_20150,GMMDCK_19660
cyoB,cyoB,cytochrome o ubiquinol oxidase subunit I,36,36,1.0,1,153,,,,1992,1992,1992.0,PELDJG_11705,IDBKBP_08785,LPINFE_07730,ECBHDB_06455,DADOMI_09590,ELDHGE_08765,MDPJHN_08645,HFNKEK_05165,AIPMEA_08605,AKMJEK_08785,PAKNIB_08605,NPKKGL_08785,NCNPLN_10465,HICFFN_10150,PDGMNN_08790,LNCDGL_07785,MOCNOJ_08610,MBAGMH_08605,FCFEDA_10455,KIAGOF_05350,LGENEP_12225,BOACPM_08600,GEHLKP_11125,HGDNEH_05430,KDBOED_10200,CCFJDI_09950,OJCCDD_07780,MLAAMA_08835,OHBKOH_09095,CMGKAF_08155,BMJMLA_10525,OMOEPE_04410,CODKGK_10375,CMJGGH_08835,JAPNBN_10120,GMMDCK_09530
tkt,tkt,transketolase,36,36,1.0,1,152,,,,1992,1992,1992.0,PELDJG_01605,IDBKBP_01605,LPINFE_01605,ECBHDB_01395,DADOMI_01120,ELDHGE_01585,MDPJHN_01605,HFNKEK_01605,AIPMEA_01605,AKMJEK_01605,PAKNIB_01605,NPKKGL_01605,NCNPLN_01605,HICFFN_01385,PDGMNN_01605,LNCDGL_01605,MOCNOJ_01605,MBAGMH_01605,FCFEDA_01600,KIAGOF_01605,LGENEP_01605,BOACPM_01605,GEHLKP_01545,HGDNEH_01605,KDBOED_01600,CCFJDI_01780,OJCCDD_01120,MLAAMA_01605,OHBKOH_03735,CMGKAF_01120,BMJMLA_01120,OMOEPE_06320,CODKGK_01605,CMJGGH_01605,JAPNBN_01545,GMMDCK_01120
mnmC,mnmC,bifunctional tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD/FAD-dependent 5-carboxymethylaminomethyl-2-thiouridine(34) oxidoreductase MnmC,36,36,1.0,1,151,,,,2001,2001,2001.0,PELDJG_16555,IDBKBP_17515,LPINFE_16005,ECBHDB_15740,DADOMI_17030,ELDHGE_18465,MDPJHN_18305,HFNKEK_18480,AIPMEA_18060,AKMJEK_18245,PAKNIB_18280,NPKKGL_18470,NCNPLN_19240,HICFFN_18750,PDGMNN_17870,LNCDGL_17640,MOCNOJ_18325,MBAGMH_17250,FCFEDA_18750,KIAGOF_18480,LGENEP_17660,BOACPM_19150,GEHLKP_18000,HGDNEH_17500,KDBOED_18595,CCFJDI_16405,OJCCDD_17050,MLAAMA_19030,OHBKOH_17235,CMGKAF_11560,BMJMLA_17180,OMOEPE_22410,CODKGK_16820,CMJGGH_18320,JAPNBN_17975,GMMDCK_18000
hmsP,hmsP,biofilm formation regulator HmsP,36,36,1.0,1,150,,,,2007,2007,2007.0,PELDJG_19625,IDBKBP_21500,LPINFE_14265,ECBHDB_20345,DADOMI_19100,ELDHGE_21025,MDPJHN_21640,HFNKEK_21040,AIPMEA_20460,AKMJEK_20810,PAKNIB_20845,NPKKGL_21030,NCNPLN_21805,HICFFN_08190,PDGMNN_21075,LNCDGL_20840,MOCNOJ_20885,MBAGMH_21230,FCFEDA_21320,KIAGOF_21055,LGENEP_20750,BOACPM_21945,GEHLKP_20590,HGDNEH_21575,KDBOED_21000,CCFJDI_19950,OJCCDD_20955,MLAAMA_21425,OHBKOH_21065,CMGKAF_21800,BMJMLA_20970,OMOEPE_16515,CODKGK_20905,CMJGGH_22065,JAPNBN_20570,GMMDCK_21595
pgtB,pgtB,two-component system sensor histidine kinase PgtB,36,36,1.0,1,149,,,,2007,2007,2007.0,PELDJG_16650,IDBKBP_17610,LPINFE_16100,ECBHDB_15835,DADOMI_17125,ELDHGE_18560,MDPJHN_18400,HFNKEK_18575,AIPMEA_18155,AKMJEK_18340,PAKNIB_18375,NPKKGL_18565,NCNPLN_19335,HICFFN_18845,PDGMNN_17965,LNCDGL_17735,MOCNOJ_18420,MBAGMH_17345,FCFEDA_18845,KIAGOF_18575,LGENEP_17755,BOACPM_19245,GEHLKP_18095,HGDNEH_17595,KDBOED_18690,CCFJDI_16500,OJCCDD_17145,MLAAMA_19125,OHBKOH_17330,CMGKAF_11655,BMJMLA_17275,OMOEPE_23170,CODKGK_16915,CMJGGH_18415,JAPNBN_18070,GMMDCK_18095
group_20,,Exported protein,36,36,1.0,1,148,,,,2013,2013,2013.0,PELDJG_18710,IDBKBP_20985,LPINFE_20095,ECBHDB_19830,DADOMI_18585,ELDHGE_20510,MDPJHN_21125,HFNKEK_20525,AIPMEA_19555,AKMJEK_20290,PAKNIB_20325,NPKKGL_20515,NCNPLN_21285,HICFFN_20240,PDGMNN_20560,LNCDGL_20325,MOCNOJ_20370,MBAGMH_20715,FCFEDA_20805,KIAGOF_20540,LGENEP_20230,BOACPM_21430,GEHLKP_21355,HGDNEH_21060,KDBOED_20090,CCFJDI_18975,OJCCDD_19965,MLAAMA_20520,OHBKOH_20550,CMGKAF_21280,BMJMLA_20455,OMOEPE_17100,CODKGK_22135,CMJGGH_21550,JAPNBN_21395,GMMDCK_21080
cheA,cheA,chemotaxis protein CheA,36,36,1.0,1,147,,,,2016,2016,2016.0,PELDJG_20155,IDBKBP_20225,LPINFE_21700,ECBHDB_21215,DADOMI_11265,ELDHGE_21525,MDPJHN_12225,HFNKEK_13645,AIPMEA_20960,AKMJEK_21310,PAKNIB_21345,NPKKGL_21530,NCNPLN_14110,HICFFN_21300,PDGMNN_21575,LNCDGL_21350,MOCNOJ_21760,MBAGMH_21730,FCFEDA_08375,KIAGOF_21555,LGENEP_12840,BOACPM_13535,GEHLKP_13150,HGDNEH_13310,KDBOED_13775,CCFJDI_12995,OJCCDD_11345,MLAAMA_15845,OHBKOH_11415,CMGKAF_12990,BMJMLA_11330,OMOEPE_07010,CODKGK_10980,CMJGGH_12470,JAPNBN_13155,GMMDCK_11625
fadH,fadH,24-dienoyl-CoA reductase or related NADH-dependent reductase Old Yellow Enzyme (OYE) family,36,36,1.0,1,146,,,,2019,2019,2019.0,PELDJG_00905,IDBKBP_00905,LPINFE_00905,ECBHDB_00690,DADOMI_00420,ELDHGE_00885,MDPJHN_00905,HFNKEK_00905,AIPMEA_00905,AKMJEK_00905,PAKNIB_00905,NPKKGL_00905,NCNPLN_00905,HICFFN_00685,PDGMNN_00905,LNCDGL_00905,MOCNOJ_00905,MBAGMH_00905,FCFEDA_00900,KIAGOF_00905,LGENEP_00905,BOACPM_00905,GEHLKP_00845,HGDNEH_00905,KDBOED_00900,CCFJDI_08875,OJCCDD_00420,MLAAMA_00905,OHBKOH_03035,CMGKAF_00420,BMJMLA_00420,OMOEPE_02885,CODKGK_00905,CMJGGH_00905,JAPNBN_00845,GMMDCK_00420
uvrB,uvrB,excinuclease ABC subunit UvrB,36,36,1.0,1,145,,,,2022,2022,2022.0,PELDJG_07330,IDBKBP_12600,LPINFE_06170,ECBHDB_07350,DADOMI_07925,ELDHGE_12580,MDPJHN_11095,HFNKEK_03380,AIPMEA_12190,AKMJEK_12370,PAKNIB_12415,NPKKGL_12605,NCNPLN_12905,HICFFN_13730,PDGMNN_12610,LNCDGL_11365,MOCNOJ_12435,MBAGMH_12220,FCFEDA_12885,KIAGOF_03565,LGENEP_10485,BOACPM_15085,GEHLKP_12025,HGDNEH_03555,KDBOED_12645,CCFJDI_10850,OJCCDD_10215,MLAAMA_13275,OHBKOH_10225,CMGKAF_11860,BMJMLA_09165,OMOEPE_07635,CODKGK_07275,CMJGGH_11285,JAPNBN_11020,GMMDCK_10435
rep,rep,DNA helicase Rep,36,36,1.0,1,144,,,,2025,2025,2025.0,PELDJG_18880,IDBKBP_21155,LPINFE_20265,ECBHDB_20000,DADOMI_18755,ELDHGE_20680,MDPJHN_21295,HFNKEK_20695,AIPMEA_19725,AKMJEK_20460,PAKNIB_20495,NPKKGL_20685,NCNPLN_21455,HICFFN_20410,PDGMNN_20730,LNCDGL_20495,MOCNOJ_20540,MBAGMH_20885,FCFEDA_20975,KIAGOF_20710,LGENEP_20400,BOACPM_21600,GEHLKP_21525,HGDNEH_21230,KDBOED_20260,CCFJDI_19145,OJCCDD_20135,MLAAMA_20690,OHBKOH_20720,CMGKAF_21450,BMJMLA_20625,OMOEPE_22475,CODKGK_22305,CMJGGH_21720,JAPNBN_21565,GMMDCK_21250
malS,malS,alpha-amylase,36,36,1.0,1,143,,,,2028,2028,2028.0,PELDJG_14175,IDBKBP_14485,LPINFE_14025,ECBHDB_12530,DADOMI_13070,ELDHGE_14465,MDPJHN_15940,HFNKEK_15450,AIPMEA_14060,AKMJEK_14245,PAKNIB_14285,NPKKGL_14475,NCNPLN_16875,HICFFN_08430,PDGMNN_14480,LNCDGL_14255,MOCNOJ_15290,MBAGMH_17515,FCFEDA_14755,KIAGOF_14485,LGENEP_14670,BOACPM_12380,GEHLKP_14960,HGDNEH_16120,KDBOED_15585,CCFJDI_14805,OJCCDD_14035,MLAAMA_17650,OHBKOH_14225,CMGKAF_16935,BMJMLA_14180,OMOEPE_20555,CODKGK_13815,CMJGGH_15270,JAPNBN_14965,GMMDCK_15590
metG,metG,methionine--tRNA ligase,36,36,1.0,1,142,,,,2034,2034,2034.0,PELDJG_18100,IDBKBP_20375,LPINFE_18790,ECBHDB_19230,DADOMI_20560,ELDHGE_19900,MDPJHN_20515,HFNKEK_19915,AIPMEA_18945,AKMJEK_19680,PAKNIB_19715,NPKKGL_19910,NCNPLN_20675,HICFFN_19635,PDGMNN_19950,LNCDGL_19715,MOCNOJ_19760,MBAGMH_20105,FCFEDA_20190,KIAGOF_19930,LGENEP_19620,BOACPM_20820,GEHLKP_19950,HGDNEH_20455,KDBOED_19480,CCFJDI_18360,OJCCDD_19355,MLAAMA_19915,OHBKOH_19420,CMGKAF_10525,BMJMLA_19360,OMOEPE_19990,CODKGK_20260,CMJGGH_20945,JAPNBN_19925,GMMDCK_19435
prlC,prlC,oligopeptidase A,36,36,1.0,1,141,,,,2043,2043,2043.0,PELDJG_19515,IDBKBP_21390,LPINFE_14375,ECBHDB_20235,DADOMI_18990,ELDHGE_20915,MDPJHN_21530,HFNKEK_20930,AIPMEA_20350,AKMJEK_20700,PAKNIB_20735,NPKKGL_20920,NCNPLN_21695,HICFFN_08080,PDGMNN_20965,LNCDGL_20730,MOCNOJ_20775,MBAGMH_21120,FCFEDA_21210,KIAGOF_20945,LGENEP_20640,BOACPM_21835,GEHLKP_20480,HGDNEH_21465,KDBOED_20890,CCFJDI_19840,OJCCDD_20845,MLAAMA_21315,OHBKOH_20955,CMGKAF_21690,BMJMLA_20860,OMOEPE_19680,CODKGK_20795,CMJGGH_21955,JAPNBN_20460,GMMDCK_21485
lpoA,lpoA,Outer membrane lipoprotein LpoA binds and activates PBP1a,36,36,1.0,1,140,,,,2043,2043,2043.0,PELDJG_00670,IDBKBP_00670,LPINFE_00670,ECBHDB_00455,DADOMI_00185,ELDHGE_00650,MDPJHN_00670,HFNKEK_00670,AIPMEA_00670,AKMJEK_00670,PAKNIB_00670,NPKKGL_00670,NCNPLN_00670,HICFFN_00450,PDGMNN_00670,LNCDGL_00670,MOCNOJ_00670,MBAGMH_00670,FCFEDA_00665,KIAGOF_00670,LGENEP_00670,BOACPM_00670,GEHLKP_00610,HGDNEH_00670,KDBOED_00665,CCFJDI_08640,OJCCDD_00185,MLAAMA_00670,OHBKOH_02800,CMGKAF_00185,BMJMLA_00185,OMOEPE_14770,CODKGK_00670,CMJGGH_00670,JAPNBN_00610,GMMDCK_00185
prc,prc,carboxy terminal-processing peptidase,36,36,1.0,1,139,,,,2049,2049,2049.0,PELDJG_08850,IDBKBP_11410,LPINFE_12280,ECBHDB_18165,DADOMI_05055,ELDHGE_11390,MDPJHN_20070,HFNKEK_12560,AIPMEA_10990,AKMJEK_11175,PAKNIB_11225,NPKKGL_11410,NCNPLN_08520,HICFFN_12540,PDGMNN_11415,LNCDGL_10175,MOCNOJ_11240,MBAGMH_11030,FCFEDA_08795,KIAGOF_12740,LGENEP_09295,BOACPM_11225,GEHLKP_06295,HGDNEH_20010,KDBOED_08325,CCFJDI_03840,OJCCDD_17700,MLAAMA_11710,OHBKOH_18975,CMGKAF_20230,BMJMLA_18915,OMOEPE_09025,CODKGK_19815,CMJGGH_18860,JAPNBN_05285,GMMDCK_20030
kdpB,kdpB,potassium-transporting ATPase subunit KdpB,36,36,1.0,1,138,,,,2049,2049,2049.0,PELDJG_07740,IDBKBP_13010,LPINFE_06580,ECBHDB_07760,DADOMI_08335,ELDHGE_12990,MDPJHN_11505,HFNKEK_03790,AIPMEA_12600,AKMJEK_12780,PAKNIB_12825,NPKKGL_13015,NCNPLN_13320,HICFFN_14140,PDGMNN_13020,LNCDGL_11775,MOCNOJ_12845,MBAGMH_12630,FCFEDA_13295,KIAGOF_03975,LGENEP_10895,BOACPM_15495,GEHLKP_12435,HGDNEH_03965,KDBOED_13055,CCFJDI_11260,OJCCDD_10625,MLAAMA_13685,OHBKOH_10635,CMGKAF_12270,BMJMLA_09575,OMOEPE_08045,CODKGK_07685,CMJGGH_11695,JAPNBN_11430,GMMDCK_10845
group_19,,HNH/endonuclease VII fold putative polymorphic toxin,36,36,1.0,1,137,,,,2052,2052,2052.0,PELDJG_22835,IDBKBP_09535,LPINFE_23705,ECBHDB_24160,DADOMI_23670,ELDHGE_09515,MDPJHN_09400,HFNKEK_05915,AIPMEA_22235,AKMJEK_23570,PAKNIB_09350,NPKKGL_09535,NCNPLN_11215,HICFFN_23385,PDGMNN_09535,LNCDGL_23615,MOCNOJ_09360,MBAGMH_09355,FCFEDA_11200,KIAGOF_06095,LGENEP_23700,BOACPM_09350,GEHLKP_23865,HGDNEH_06180,KDBOED_10950,CCFJDI_23985,OJCCDD_08530,MLAAMA_09585,OHBKOH_09845,CMGKAF_08905,BMJMLA_23845,OMOEPE_23985,CODKGK_22750,CMJGGH_09585,JAPNBN_21895,GMMDCK_24005
ptrB,ptrB,oligopeptidase B,36,36,1.0,1,136,,,,2052,2052,2052.0,PELDJG_08655,IDBKBP_11215,LPINFE_12085,ECBHDB_18360,DADOMI_04860,ELDHGE_11195,MDPJHN_20265,HFNKEK_12365,AIPMEA_10795,AKMJEK_10980,PAKNIB_11030,NPKKGL_11215,NCNPLN_08325,HICFFN_12345,PDGMNN_11220,LNCDGL_09980,MOCNOJ_11045,MBAGMH_10835,FCFEDA_08600,KIAGOF_12545,LGENEP_09100,BOACPM_11030,GEHLKP_06100,HGDNEH_20205,KDBOED_08130,CCFJDI_03645,OJCCDD_17895,MLAAMA_11515,OHBKOH_19170,CMGKAF_20425,BMJMLA_19110,OMOEPE_09220,CODKGK_20010,CMJGGH_19055,JAPNBN_05090,GMMDCK_20225
helD,helD,DNA helicase IV,36,36,1.0,1,135,,,,2055,2055,2055.0,PELDJG_14445,IDBKBP_14775,LPINFE_14670,ECBHDB_13600,DADOMI_14155,ELDHGE_15720,MDPJHN_16205,HFNKEK_15740,AIPMEA_15315,AKMJEK_15500,PAKNIB_15540,NPKKGL_15730,NCNPLN_17140,HICFFN_16005,PDGMNN_15735,LNCDGL_15505,MOCNOJ_15580,MBAGMH_14505,FCFEDA_16005,KIAGOF_15740,LGENEP_15685,BOACPM_16405,GEHLKP_15260,HGDNEH_11210,KDBOED_15855,CCFJDI_15070,OJCCDD_14300,MLAAMA_10625,OHBKOH_14490,CMGKAF_17195,BMJMLA_14440,OMOEPE_20780,CODKGK_14080,CMJGGH_15580,JAPNBN_15235,GMMDCK_15900
sipA,sipA,SPI-1 type III secretion system effector SipA,36,36,1.0,1,134,,,,2058,2058,2058.0,PELDJG_02640,IDBKBP_02640,LPINFE_02640,ECBHDB_02430,DADOMI_02155,ELDHGE_02620,MDPJHN_02640,HFNKEK_02640,AIPMEA_02640,AKMJEK_02640,PAKNIB_02640,NPKKGL_02640,NCNPLN_02640,HICFFN_02420,PDGMNN_02640,LNCDGL_02640,MOCNOJ_02640,MBAGMH_02640,FCFEDA_02635,KIAGOF_02640,LGENEP_02640,BOACPM_02640,GEHLKP_02580,HGDNEH_02640,KDBOED_02635,CCFJDI_00745,OJCCDD_02155,MLAAMA_02640,OHBKOH_04770,CMGKAF_02155,BMJMLA_02155,OMOEPE_10375,CODKGK_02640,CMJGGH_02640,JAPNBN_02580,GMMDCK_02155
invA,invA,type III secretion system export apparatus protein InvA,36,36,1.0,1,133,,,,2058,2058,2058.0,PELDJG_02570,IDBKBP_02570,LPINFE_02570,ECBHDB_02360,DADOMI_02085,ELDHGE_02550,MDPJHN_02570,HFNKEK_02570,AIPMEA_02570,AKMJEK_02570,PAKNIB_02570,NPKKGL_02570,NCNPLN_02570,HICFFN_02350,PDGMNN_02570,LNCDGL_02570,MOCNOJ_02570,MBAGMH_02570,FCFEDA_02565,KIAGOF_02570,LGENEP_02570,BOACPM_02570,GEHLKP_02510,HGDNEH_02570,KDBOED_02565,CCFJDI_00815,OJCCDD_02085,MLAAMA_02570,OHBKOH_04700,CMGKAF_02085,BMJMLA_02085,OMOEPE_10445,CODKGK_02570,CMJGGH_02570,JAPNBN_02510,GMMDCK_02085
yhjG,yhjG,AsmA family protein YhjG,36,36,1.0,1,132,,,,2061,2061,2061.0,PELDJG_19600,IDBKBP_21475,LPINFE_14290,ECBHDB_20320,DADOMI_19075,ELDHGE_21000,MDPJHN_21615,HFNKEK_21015,AIPMEA_20435,AKMJEK_20785,PAKNIB_20820,NPKKGL_21005,NCNPLN_21780,HICFFN_08165,PDGMNN_21050,LNCDGL_20815,MOCNOJ_20860,MBAGMH_21205,FCFEDA_21295,KIAGOF_21030,LGENEP_20725,BOACPM_21920,GEHLKP_20565,HGDNEH_21550,KDBOED_20975,CCFJDI_19925,OJCCDD_20930,MLAAMA_21400,OHBKOH_21040,CMGKAF_21775,BMJMLA_20945,OMOEPE_16490,CODKGK_20880,CMJGGH_22040,JAPNBN_20545,GMMDCK_21570
siiF,siiF,SPI-4 type I secretion system protein SiiF,36,36,1.0,1,131,,,,2067,2067,2067.0,PELDJG_20550,IDBKBP_16575,LPINFE_18350,ECBHDB_20790,DADOMI_19540,ELDHGE_17525,MDPJHN_13655,HFNKEK_17540,AIPMEA_17120,AKMJEK_17305,PAKNIB_17340,NPKKGL_17530,NCNPLN_15815,HICFFN_17810,PDGMNN_18305,LNCDGL_18075,MOCNOJ_17385,MBAGMH_16310,FCFEDA_17810,KIAGOF_17540,LGENEP_16720,BOACPM_18205,GEHLKP_17060,HGDNEH_16560,KDBOED_17655,CCFJDI_20390,OJCCDD_16105,MLAAMA_18090,OHBKOH_16295,CMGKAF_15620,BMJMLA_16240,OMOEPE_18470,CODKGK_15880,CMJGGH_17380,JAPNBN_17035,GMMDCK_14270
